gene	Apical progenitors	Astrocytes	CThPN	Cajal Retzius cells	Cycling glial cells	DL CPN	DL_CPN_1	DL_CPN_2	Doublet	Endothelial cells	Ependymocytes	Immature neurons	Intermediate progenitors	Interneurons	Layer 4	Layer 6b	Low quality cells	Microglia	Migrating neurons	NP	Oligodendrocytes	Pericytes	Red blood cells	SCPN	UL CPN	VLMC
Khnyn		0.0	0.0			0.0	0.0				0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	0.0
Bscl2	0.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0				1.0	1.0	
Enox1											0.0							0.0					0.0			
Gm10605	0.0	0.0			0.0					0.0	0.0	0.0	0.0				0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0
Rab3il1	0.0	0.0	0.0			0.0						0.0	0.0				0.0	1.0	0.0	0.0						
Sgms1																	0.0						0.0			
E130012A19Rik																							0.0			
Gm9889		0.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gna13	0.0	1.0	0.0			0.0					1.0	0.0	0.0		0.0				0.0	0.0				0.0	0.0	
Tmem246	0.0	1.0	1.0			1.0	1.0	1.0			1.0		0.0		1.0	1.0			0.0	1.0			0.0	1.0	1.0	
Med9					1.0		1.0		1.0		1.0					1.0						1.0				
Natd1																							0.0			
Hist1h3i		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp316																							0.0			
Cat		1.0		1.0			1.0		1.0	1.0		1.0			1.0	1.0			0.0			1.0	1.0			1.0
Hbb-bs																							1.0			
Rarg	0.0		1.0		0.0								0.0	0.0	1.0		0.0	0.0	0.0				0.0	1.0		
Kif3b							1.0	1.0								1.0							0.0			
St3gal2																										
Gm10320											0.0						0.0									
Gm7694		0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scrt2	0.0	0.0									0.0		1.0						1.0	0.0			0.0			0.0
Srd5a3																										
Lysmd2	0.0	1.0	1.0			1.0	1.0	1.0					0.0		1.0	1.0			0.0	1.0			0.0	1.0	1.0	
Srl										0.0								0.0					0.0			
Tapt1																										
Usp27x	0.0	0.0	0.0		0.0	0.0						0.0	0.0				0.0	0.0	0.0	0.0			0.0			0.0
Ubash3b		1.0				1.0						1.0	0.0	1.0	1.0									1.0	1.0	
Il18		1.0				0.0	0.0	0.0		0.0		0.0			0.0				0.0	0.0	1.0	0.0	0.0		0.0	0.0
Sypl	1.0	1.0	0.0			0.0				1.0	1.0	0.0			0.0				0.0	0.0		1.0		0.0	0.0	
Fermt2		1.0	0.0		1.0	0.0			1.0	1.0		0.0			0.0				0.0	0.0	1.0	1.0	0.0	0.0	0.0	
Ccl27a	0.0	0.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0	0.0	1.0	1.0	1.0			1.0	1.0				1.0	1.0	
Pml		0.0	0.0			0.0						0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0			0.0	0.0	
Flrt3				1.0																			0.0			
Mfn1																										
Ankrd24							1.0	1.0															0.0			
Amotl2																		0.0				1.0	0.0			
Cinp					1.0		1.0	1.0								1.0										
Golga7b	0.0		1.0			1.0	1.0	1.0					0.0		1.0	1.0				1.0			0.0		1.0	0.0
Tubgcp4																										
Zbed5																						0.0	0.0			
Tbl1x	1.0	1.0			1.0	1.0	1.0	1.0	1.0				1.0		1.0	1.0						1.0			1.0	
Sema5b	1.0	1.0	0.0			0.0	0.0	0.0			1.0	0.0			0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0
2810455O05Rik	0.0	0.0	0.0			0.0				0.0		0.0	0.0				0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0
Acp6				0.0																			0.0			
Vwa9																										
Syt1	0.0		1.0	1.0		1.0	1.0	1.0	1.0				0.0	1.0	1.0	1.0				1.0			0.0	1.0	1.0	0.0
Arxes1			1.0			1.0	1.0	1.0	1.0				0.0		1.0	1.0			0.0	1.0	1.0			1.0	1.0	
Clip1		0.0	1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0			0.0	1.0		1.0		1.0	1.0	
Mlycd																										
Zfp420																							0.0			
G6pc3																										
BC026585		1.0	0.0	0.0		0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
Thg1l																							0.0			
Hs3st2	0.0	0.0			0.0	1.0	1.0	1.0				0.0	0.0	0.0		1.0		0.0	0.0		0.0		0.0			0.0
Haus4																										
Grin1	0.0	0.0	1.0			1.0		1.0		0.0	0.0		0.0		1.0				0.0	1.0		0.0	0.0		1.0	0.0
Ugt8a		0.0	0.0			0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Map2k6									1.0														0.0			
Vmp1	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	1.0		1.0	1.0	1.0
Trib2		1.0	0.0		1.0				1.0		1.0	1.0							1.0		1.0	1.0	0.0		1.0	
Cadps2			0.0	0.0								0.0	0.0		1.0		0.0	0.0	0.0	0.0			0.0			0.0
Abhd2																					1.0					
Trp53i13											1.0															
Bbc3	0.0	0.0	1.0	1.0		1.0	1.0	1.0					0.0		1.0	1.0				1.0				1.0	1.0	
Pcdhb9	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0
Slc9a6							1.0	1.0								1.0										
Efnb3	0.0		1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0			0.0		1.0	
Sf1	1.0	1.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0			1.0	1.0		1.0		1.0	1.0	
Memo1							1.0				1.0															
Ampd2																										
Arhgap39							1.0																0.0			
Homer3											1.0															
Slc25a47										0.0							0.0	0.0					0.0			
Map7d1			1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0			1.0	1.0		1.0		1.0	1.0	
Mpp5	1.0	1.0	0.0			0.0						0.0			0.0				0.0	0.0				0.0	0.0	
Man1a	0.0	0.0	0.0	0.0								0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0		0.0		
Celf3	0.0		1.0	1.0		1.0	1.0	1.0	1.0		0.0	1.0		1.0	1.0	1.0			1.0	1.0			0.0	1.0	1.0	0.0
Rbm10									1.0																	
Cep76																										
Hlf	0.0		1.0	0.0		0.0						0.0	0.0		1.0		0.0	0.0	0.0				0.0		0.0	
Igsf11			0.0	0.0		0.0	0.0	0.0		0.0		0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vat1l	1.0					1.0				0.0		1.0	0.0				0.0	0.0	0.0			0.0	0.0		1.0	0.0
Ss18	1.0				1.0	0.0			1.0		1.0		1.0		0.0					0.0	1.0	1.0			0.0	1.0
Dcx	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0		0.0	1.0	1.0	0.0
Zfp608							0.0	0.0															0.0			
Ccsap																							0.0			
Cdh20	0.0		0.0	0.0		0.0		0.0		0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0
Gsg2	1.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0		0.0	0.0	0.0			0.0	0.0				0.0	0.0	
Fry	0.0	0.0	1.0			1.0	1.0	1.0			0.0		0.0			1.0				1.0			0.0			
Gmps	1.0				1.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0	1.0				1.0	1.0	1.0				
Zkscan3									1.0				1.0		0.0					0.0						
Gnal	0.0	0.0	1.0			1.0	1.0	1.0					0.0		1.0	1.0			0.0				0.0		1.0	0.0
Stk35																	0.0									
1810024B03Rik								0.0								0.0										
Morn2											1.0															
Grcc10		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Kcnh3	0.0	0.0	0.0	0.0	0.0	0.0				0.0			0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
Med18																							0.0			
Fam8a1									1.0																	
Nrf1																										
Slfn9		0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0
Llgl1					1.0						1.0															
Spsb3	0.0		1.0			1.0	1.0	1.0	1.0			1.0			1.0	1.0				1.0				1.0	1.0	
Ephb1	0.0		1.0										0.0							1.0			0.0	1.0		0.0
Gm17056																	0.0						0.0			0.0
Xk	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0		0.0		0.0
Nrg2	0.0	0.0			0.0					0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0
Lmf2																										
3110002H16Rik																										
Sybu		1.0	1.0			1.0	1.0	1.0	1.0		1.0		0.0		1.0	1.0			0.0	1.0			0.0	1.0	1.0	0.0
Scg3	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0			1.0	1.0	1.0		0.0	1.0	1.0	0.0
Abca3							1.0									1.0							0.0			0.0
Ddias	1.0	0.0	0.0			0.0	0.0				0.0	0.0			0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Gprin3	0.0	0.0	0.0		0.0	0.0				0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
Trnp1	0.0	0.0	1.0		0.0	1.0				0.0	0.0	1.0	0.0		1.0			0.0	1.0			0.0	0.0	1.0		
Fhl1	1.0	1.0	0.0				1.0	1.0	1.0		1.0								0.0	0.0	1.0			0.0		
Kctd6																										
Bend7		0.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Sdf2l1																		1.0			1.0	1.0				
Ush1c	0.0	0.0	0.0		0.0	0.0	0.0			0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Egr2	0.0	1.0	0.0	0.0		0.0						0.0	0.0				0.0		0.0	0.0			0.0	0.0	0.0	
Zfp3																						0.0	0.0			0.0
Lrrn3	0.0	0.0	0.0			1.0	1.0	1.0					1.0		1.0								0.0			0.0
Srgap2	0.0	0.0				1.0	1.0	1.0				0.0	0.0		1.0	1.0			0.0							
Osgin2																										
Armc10	1.0	0.0	1.0			1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Marveld1		0.0	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Hapln3	0.0		0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0
A730098A19Rik	0.0	0.0			0.0					0.0	0.0		0.0	0.0	1.0		0.0	0.0	0.0		0.0	0.0	0.0	1.0		0.0
Them4							1.0	1.0								1.0							0.0			
Chek2	1.0		0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0			0.0	0.0				0.0	0.0	
Pkdcc	1.0		0.0	0.0							0.0			0.0	0.0		0.0		0.0				0.0		0.0	
Zfp622	1.0		1.0			1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Pex11a										0.0												0.0	0.0			
Tlcd1		1.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0		0.0	0.0				0.0	0.0	
Osbp2	0.0	0.0			0.0	1.0	1.0			0.0	0.0		0.0		1.0		0.0	0.0	0.0		0.0		0.0			0.0
Gtpbp2							1.0	1.0								1.0										
Arhgap21																										
Clgn		0.0								0.0	0.0		0.0	0.0			0.0		0.0			0.0	0.0	1.0	0.0	0.0
Shmt1	1.0		0.0			0.0					0.0	0.0			0.0				0.0	0.0				0.0	0.0	
Flad1																										
Fam174b	0.0					1.0	1.0	1.0					0.0		1.0	1.0									1.0	
Etfb	1.0	1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0	0.0	1.0	1.0		1.0		1.0
Fgf12	0.0	1.0	1.0				1.0	1.0					0.0		1.0	1.0		0.0	0.0				0.0			0.0
Efr3a	0.0		0.0			0.0	1.0					0.0	0.0						0.0	1.0		1.0		0.0	0.0	
Dusp6	0.0		1.0			1.0	1.0	1.0		1.0			0.0		1.0	1.0			0.0	1.0		1.0	0.0	1.0		
Pygb		1.0	0.0			0.0					1.0		0.0						0.0	0.0					0.0	
Mras	0.0	1.0	1.0								1.0	0.0	0.0		0.0	1.0			0.0				0.0		0.0	
Dcp1a																	0.0						0.0			
Tfap2c	1.0	1.0	0.0			0.0	0.0	0.0			1.0	0.0	1.0	0.0	0.0	0.0				0.0	0.0	0.0		0.0	0.0	
Rad51	1.0		0.0		1.0	0.0		0.0				0.0			0.0				0.0	0.0				0.0	0.0	
Nckipsd											0.0						0.0						0.0			0.0
Brd1																							0.0			
Cul9																	0.0						0.0			0.0
Clasp2							1.0	1.0																		
Ralgapb																							0.0			
Ppm1m		1.0	0.0			0.0						0.0							0.0	0.0			0.0	0.0		
Vezt							1.0	1.0	1.0																	
Dnajb12																	0.0									
Lrp4		1.0	0.0			0.0	0.0	0.0			1.0	0.0		0.0	0.0	0.0			0.0	0.0			0.0	0.0	0.0	
Meis3	0.0	0.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0			1.0	1.0		1.0	0.0	1.0	1.0	
Pdcd7																							0.0			
Dscaml1	0.0	0.0				0.0	0.0	0.0		0.0	0.0	0.0			0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0
Colgalt1		0.0				1.0	1.0	1.0		1.0			0.0		1.0				0.0							
Nle1																										
Lrfn1							1.0	1.0														0.0	0.0			
Sdc1																							0.0			1.0
Vcpkmt							1.0									1.0										
Prph	0.0	0.0	0.0	0.0	0.0	0.0				0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
Gadd45b	0.0	1.0	1.0			1.0		1.0					0.0		1.0		0.0		0.0		0.0	1.0	0.0	1.0		
G430095P16Rik		0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	
Pex11g		0.0	0.0			0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
St3gal1	0.0	0.0	1.0		0.0	1.0					0.0		0.0				0.0		0.0	1.0	0.0			1.0		
0610010F05Rik	0.0	0.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0	0.0	1.0	1.0	1.0			1.0	1.0				1.0	1.0	
Yif1a		1.0	0.0		1.0	0.0	1.0	1.0	1.0				1.0							0.0	1.0	1.0				
Gp1bb	0.0	0.0									0.0	1.0	0.0		1.0		0.0	0.0	0.0					1.0	1.0	0.0
Topors	1.0				1.0	0.0			1.0	1.0			1.0		0.0					0.0		1.0			0.0	
Eln		1.0	1.0								1.0		0.0				0.0	0.0	0.0			0.0	0.0			
Nudt10	0.0	0.0	1.0			1.0	1.0		1.0			1.0	0.0		1.0				1.0	1.0			0.0	1.0	1.0	
Ephx4	0.0	0.0	1.0							0.0			0.0					0.0	0.0	1.0			0.0			0.0
Col5a1		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	
Cbs		1.0	0.0		1.0	0.0						0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Mccc1																							0.0			
Gem		1.0	0.0			0.0	0.0	0.0			1.0	0.0		0.0	0.0		0.0		0.0	0.0			0.0	0.0	0.0	
Psph	1.0	1.0	0.0		1.0	0.0			1.0		1.0	0.0			0.0				0.0	0.0	1.0			0.0	0.0	
Smurf1																							0.0			
Glud1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0
Psat1	1.0	1.0	0.0		1.0	0.0			1.0		1.0	0.0			0.0			1.0	0.0	0.0	1.0			0.0	0.0	
Gm27029																		0.0					0.0			
Kcns1	0.0	0.0	0.0	0.0	0.0		1.0			0.0	0.0		0.0	0.0	1.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0
Phf10																										
Ccdc77																										
Gm26724									1.0																	
Sp3os																1.0										
Pelo																						1.0				
Npas4	0.0	0.0	1.0					1.0		0.0	0.0		0.0		1.0			0.0	0.0			0.0	0.0			0.0
Fam213b	0.0	0.0				1.0	1.0	1.0				1.0	0.0		1.0	1.0		1.0	0.0				0.0		1.0	
Adcyap1r1																		0.0					0.0			0.0
Prkch	0.0	0.0	0.0		0.0						0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.0		0.0		0.0	0.0		
Nadk2											1.0												1.0			
Wfdc2	1.0	0.0	0.0	0.0		0.0		0.0			0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hmgb2	1.0	1.0	0.0		1.0	0.0			1.0	1.0	1.0		1.0		0.0		1.0	1.0		0.0	1.0	1.0	1.0			1.0
Ppp1r1b	0.0	0.0	1.0								0.0		0.0					0.0		1.0	0.0		0.0			0.0
S1pr1		1.0	0.0	0.0		0.0	0.0	0.0				0.0		0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
Rab3d							1.0																0.0			
Ak1	0.0		1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Cnn2	0.0		0.0	0.0		0.0				1.0		0.0	0.0		0.0		0.0		0.0	0.0		1.0		0.0	0.0	1.0
Elavl3	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0	1.0	
Jmjd1c		1.0	1.0			1.0	1.0	1.0	1.0			1.0	1.0		1.0			1.0	1.0	1.0	1.0		0.0	1.0	1.0	
Ccdc74a	0.0	1.0	0.0			0.0				0.0	1.0	0.0	0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0		
Mad1l1																										
Plcxd2							1.0				0.0							0.0				0.0	0.0			
Tesc	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ddrgk1		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0			1.0	1.0				
Fbxl4											0.0						0.0						0.0			
Nfyc							1.0		1.0																	
Pld3	0.0	1.0	1.0	1.0		1.0	1.0	1.0				1.0	0.0		1.0	1.0				1.0				1.0	1.0	
Samd8							1.0				1.0					1.0							0.0			
Ptprr	0.0	0.0		0.0	0.0	0.0					0.0	0.0	0.0		0.0		0.0	0.0	0.0	1.0		0.0	0.0	1.0	0.0	0.0
Rdh13																							0.0			
5330417C22Rik	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gadd45g			0.0	1.0		0.0						1.0	1.0							0.0						
Trappc2		1.0	1.0			1.0	1.0	1.0	1.0			1.0			1.0	1.0				1.0	1.0			1.0	1.0	
Man2c1																							0.0			
Capn1	0.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0			0.0	0.0	
Fbll1	0.0	0.0			0.0					0.0	0.0		0.0				0.0	0.0	0.0	0.0		0.0	0.0			0.0
Tox2		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
RP23-207N5.4	0.0	0.0	1.0			1.0				0.0	0.0	1.0	0.0										0.0	1.0		0.0
Nmi		1.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
Adamtsl2	0.0	0.0	1.0		0.0	1.0	1.0	1.0			0.0		0.0		1.0		0.0	0.0	0.0		0.0		0.0			0.0
Prmt7	1.0		1.0			1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0				1.0				1.0	1.0	
Grm7	0.0	0.0	0.0		0.0	1.0				0.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0			0.0	0.0			0.0
Slitrk4	0.0	0.0										0.0	0.0		1.0		0.0	0.0	0.0	0.0		0.0	0.0			0.0
Mdm1																										
Zeb2os																		1.0								
Fdx1											1.0												0.0			
Limk2							1.0									1.0										
Ccdc88c	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0			0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
Egfr	0.0	1.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Vti1b		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Tmem145	0.0	0.0	1.0			1.0	1.0				0.0		0.0		1.0					1.0		0.0	0.0		1.0	0.0
Snhg12		0.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0				1.0				1.0	1.0	
Tesk2		0.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
Gm13075		0.0	0.0	0.0		0.0		0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cbln1	0.0	0.0			0.0	1.0					0.0		0.0				0.0	0.0			0.0	0.0	0.0			
Crym	0.0	0.0	1.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0			0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
Smtnl2	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	1.0		0.0	0.0	0.0				0.0			0.0
Pgbd5	0.0	0.0			0.0	1.0					0.0		0.0		1.0		0.0	0.0	0.0			0.0	0.0		1.0	0.0
Ube2q1																										
Cdkn1b	0.0		0.0			0.0			1.0		1.0	0.0			0.0				1.0	0.0				0.0		
Gm17455	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc25a44							1.0	1.0															0.0			
Fam185a		0.0	1.0									0.0	0.0						0.0				0.0	1.0		
Zc4h2	0.0	0.0				1.0	1.0	1.0	1.0			1.0			1.0				1.0				0.0		1.0	
Ubxn11	0.0	0.0	0.0			0.0						0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
Col11a1	1.0	1.0				0.0						0.0	1.0		0.0		0.0	0.0					0.0		0.0	
Gm3550							0.0	0.0			0.0					0.0	0.0									
Nyap2	0.0	0.0	1.0		0.0					0.0	0.0		0.0				0.0	0.0				0.0	0.0	1.0		0.0
Tmem108	0.0	0.0	1.0			1.0	1.0	1.0	1.0						1.0	1.0			1.0	1.0			0.0	1.0	1.0	
Arhgdib	0.0	0.0	0.0	0.0			1.0				0.0	0.0	0.0					1.0	0.0	0.0		1.0		1.0		
Bbs12		0.0	0.0			0.0					0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Rad9b																	0.0						0.0			
Tnc		1.0	0.0		1.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0
Cdc42ep4	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0					1.0		1.0		1.0	1.0	
Stxbp3	1.0	1.0	0.0			0.0						0.0	0.0	0.0	0.0					0.0				0.0		
2700069I18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		
Traip											0.0															
Lmo1		0.0							1.0		0.0	1.0			0.0	1.0			1.0	0.0			0.0	1.0		
Fndc5	0.0	0.0				0.0							0.0				0.0		0.0	0.0		0.0	0.0	0.0		0.0
Kti12																										
Actr2		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Id4	1.0		0.0			0.0	0.0	0.0	1.0						0.0					0.0				0.0	0.0	
Cpeb3	0.0	0.0			0.0					0.0	0.0	0.0	0.0				0.0		0.0	0.0		0.0				0.0
Ppp2r5a																										
Tmem192							1.0	1.0															0.0			
Pex26																							0.0			0.0
Rnf157							1.0		1.0		0.0					1.0							0.0			
Pag1																							0.0			
Tmem38a							1.0	1.0								1.0							0.0			
Vps13d																	0.0						0.0			
Kin									1.0																	
Gsap	0.0	1.0	0.0			0.0						0.0			0.0		0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0
Gaa																										
Thyn1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0				1.0	1.0			1.0	1.0	
Acot13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0		1.0	1.0			1.0	1.0	
Ndc80	1.0		0.0	0.0		0.0	0.0	0.0				0.0	1.0		0.0	0.0			0.0	0.0				0.0	0.0	
1500009C09Rik	0.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	0.0
Peli2											1.0												0.0			
Vps26a	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		1.0	1.0		1.0			1.0	1.0	
Mrrf																										
Cry1											1.0															
Plekhg1		1.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Rab26os																										
Gtpbp4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0				1.0					1.0	1.0	
Cep78																										
Map3k1			0.0			0.0	0.0	0.0				0.0			0.0		0.0		0.0	0.0	1.0		0.0	0.0	0.0	
Etfdh																										
L2hgdh																										
Wdr7																										
Usb1																							0.0			
Vwc2l	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blmh	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0		1.0	1.0	1.0
Fam49a	0.0		1.0			1.0	1.0	1.0	1.0			1.0			1.0	1.0			1.0	1.0			0.0	1.0	1.0	
